"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2945","Login error verification with locked_out_user","chromium","2026-02-05","passed","2026-02-05","Saucedemo Login Feature","lockedOutUser.spec.js","",""
